Date,close,asset
2017-04-14,2330.0,SP500
2017-04-21,2348.0,SP500
2017-04-28,2383.0,SP500
2017-05-05,2401.0,SP500
2017-05-12,2390.4,SP500
2017-05-19,2383.4,SP500
2017-05-26,2415.6,SP500
2017-06-02,2438.0,SP500
2017-06-09,2430.8,SP500
2017-06-16,2436.6,SP500
2017-06-23,2434.2,SP500
2017-06-30,2423.6,SP500
2017-07-07,2424.8,SP500
2017-07-14,2459.0,SP500
2017-07-21,2471.2,SP500
2017-07-28,2472.0,SP500
2017-08-04,2473.2,SP500
2017-08-11,2441.6,SP500
2017-08-18,2426.0,SP500
2017-08-25,2443.0,SP500
2017-09-01,2474.0,SP500
2017-09-08,2462.4,SP500
2017-09-15,2501.6,SP500
2017-09-22,2501.6,SP500
2017-09-29,2519.4,SP500
2017-10-06,2546.6,SP500
2017-10-13,2554.2,SP500
2017-10-20,2575.1,SP500
2017-10-27,2578.6,SP500
2017-11-03,2583.2,SP500
2017-11-10,2579.6,SP500
2017-11-17,2576.4,SP500
2017-11-24,2601.4,SP500
2017-12-01,2642.8,SP500
2017-12-08,2652.0,SP500
2017-12-15,2680.0,SP500
2017-12-22,2683.8,SP500
2017-12-29,2666.0,SP500
2018-01-05,2740.2,SP500
2018-01-12,2787.6,SP500
2018-01-19,2811.2,SP500
2018-01-26,2873.0,SP500
2018-02-02,2755.8,SP500
2018-02-09,2620.4,SP500
2018-02-16,2735.6,SP500
2018-02-23,2745.4,SP500
2018-03-02,2690.0,SP500
2018-03-09,2783.4,SP500
2018-03-16,2750.6,SP500
2018-03-23,2591.8,SP500
2018-03-30,2632.2,SP500
2018-04-06,2600.6,SP500
2018-04-13,2655.4,SP500
2018-04-20,2667.4,SP500
2018-04-27,2668.2,SP500
2018-05-04,2660.0,SP500
2018-05-11,2725.8,SP500
2018-05-18,2710.8,SP500
2018-05-25,2719.8,SP500
2018-06-01,2734.0,SP500
2018-06-08,2779.0,SP500
2018-06-15,2777.2,SP500
2018-06-22,2753.4,SP500
2018-06-29,2717.6,SP500
2018-07-06,2759.8,SP500
2018-07-13,2801.4,SP500
2018-07-20,2800.8,SP500
2018-07-27,2815.0,SP500
2018-08-03,2838.6,SP500
2018-08-10,2837.4,SP500
2018-08-17,2852.2,SP500
2018-08-24,2875.8,SP500
2018-08-31,2905.8,SP500
2018-09-07,2872.8,SP500
2018-09-14,2906.2,SP500
2018-09-21,2927.4,SP500
2018-09-28,2916.8,SP500
2018-10-05,2890.8,SP500
2018-10-12,2768.6,SP500
2018-10-19,2764.2,SP500
2018-10-26,2659.2,SP500
2018-11-02,2719.2,SP500
2018-11-09,2776.0,SP500
2018-11-16,2740.4,SP500
2018-11-23,2627.8,SP500
2018-11-30,2762.8,SP500
2018-12-07,2636.0,SP500
2018-12-14,2596.4,SP500
2018-12-21,2419.8,SP500
2018-12-28,2486.4,SP500
2019-01-04,2528.6,SP500
2019-01-11,2594.4,SP500
2019-01-18,2675.6,SP500
2019-01-25,2664.8,SP500
2019-02-01,2703.8,SP500
2019-02-08,2707.4,SP500
2019-02-15,2777.0,SP500
2019-02-22,2795.0,SP500
2019-03-01,2806.4,SP500
2019-03-08,2748.6,SP500
2019-03-15,2825.4,SP500
2019-03-22,2803.0,SP500
2019-03-29,2835.6,SP500
2019-04-05,2894.0,SP500
2019-04-12,2908.4,SP500
2019-04-19,2907.6,SP500
2019-04-26,2936.2,SP500
2019-05-03,2946.4,SP500
2019-05-10,2884.8,SP500
2019-05-17,2859.8,SP500
2019-05-24,2830.0,SP500
2019-05-31,2752.2,SP500
2019-06-07,2877.2,SP500
2019-06-14,2891.8,SP500
2019-06-21,2943.6,SP500
2019-06-28,2949.0,SP500
2019-07-05,2987.6,SP500
2019-07-12,3010.2,SP500
2019-07-19,2967.0,SP500
2019-07-26,3019.6,SP500
2019-08-02,2931.2,SP500
2019-08-09,2920.6,SP500
2019-08-16,2889.8,SP500
2019-08-23,2849.6,SP500
2019-08-30,2922.2,SP500
2019-09-06,2982.2,SP500
2019-09-13,3007.2,SP500
2019-09-20,2986.8,SP500
2019-09-27,2966.0,SP500
2019-10-04,2948.8,SP500
2019-10-11,2969.0,SP500
2019-10-18,2987.8,SP500
2019-10-25,3018.4,SP500
2019-11-01,3061.8,SP500
2019-11-08,3090.4,SP500
2019-11-15,3118.2,SP500
2019-11-22,3111.0,SP500
2019-11-29,3143.0,SP500
2019-12-06,3145.8,SP500
2019-12-13,3172.0,SP500
2019-12-20,3224.4,SP500
2019-12-27,3236.3,SP500
2020-01-03,3235.6,SP500
2020-01-10,3264.8,SP500
2020-01-17,3325.2,SP500
2020-01-24,3293.6,SP500
2020-01-31,3231.0,SP500
2020-02-07,3324.8,SP500
2020-02-14,3383.0,SP500
2020-02-21,3339.1,SP500
2020-02-28,2989.4,SP500
2020-03-06,2964.4,SP500
2020-03-13,2663.8,SP500
2020-03-20,2274.5,SP500
2020-03-27,2525.8,SP500
2020-04-03,2485.7,SP500
2020-04-10,2789.5,SP500
2020-04-17,2873.9,SP500
2020-04-24,2834.8,SP500
2020-05-01,2827.0,SP500
2020-05-08,2937.0,SP500
2020-05-15,2815.1,SP500
2015-01-02,1188.772,Gold
2015-01-09,1223.334,Gold
2015-01-16,1280.197,Gold
2015-01-23,1294.714,Gold
2015-01-30,1283.956,Gold
2015-02-06,1234.459,Gold
2015-02-13,1229.261,Gold
2015-02-20,1201.618,Gold
2015-02-27,1213.27,Gold
2015-03-06,1167.459,Gold
2015-03-13,1158.448,Gold
2015-03-20,1182.697,Gold
2015-03-27,1198.81,Gold
2015-04-03,1203.206,Gold
2015-04-10,1207.75,Gold
2015-04-17,1204.04,Gold
2015-04-24,1179.412,Gold
2015-05-01,1178.354,Gold
2015-05-08,1188.29,Gold
2015-05-15,1224.171,Gold
2015-05-22,1205.972,Gold
2015-05-29,1190.332,Gold
2015-06-05,1172.363,Gold
2015-06-12,1181.705,Gold
2015-06-19,1200.368,Gold
2015-06-26,1175.264,Gold
2015-07-03,1169.034,Gold
2015-07-10,1163.584,Gold
2015-07-17,1134.384,Gold
2015-07-24,1099.186,Gold
2015-07-31,1095.484,Gold
2015-08-07,1094.266,Gold
2015-08-14,1115.086,Gold
2015-08-21,1161.104,Gold
2015-08-28,1133.726,Gold
2015-09-04,1121.81,Gold
2015-09-11,1107.636,Gold
2015-09-18,1139.244,Gold
2015-09-25,1146.564,Gold
2015-10-02,1138.562,Gold
2015-10-09,1156.118,Gold
2015-10-16,1176.742,Gold
2015-10-23,1164.244,Gold
2015-10-30,1142.302,Gold
2015-11-06,1089.76,Gold
2015-11-13,1083.893,Gold
2015-11-20,1077.663,Gold
2015-11-27,1057.88,Gold
2015-12-04,1086.182,Gold
2015-12-11,1074.832,Gold
2015-12-18,1066.343,Gold
2015-12-25,1076.013,Gold
2016-01-01,1060.588,Gold
2016-01-08,1104.032,Gold
2016-01-15,1089.218,Gold
2016-01-22,1097.796,Gold
2016-01-29,1118.118,Gold
2016-02-05,1173.368,Gold
2016-02-12,1238.096,Gold
2016-02-19,1226.407,Gold
2016-02-26,1222.896,Gold
2016-03-04,1259.046,Gold
2016-03-11,1250.157,Gold
2016-03-18,1255.196,Gold
2016-03-25,1217.209,Gold
2016-04-01,1222.506,Gold
2016-04-08,1239.54,Gold
2016-04-15,1233.843,Gold
2016-04-22,1232.256,Gold
2016-04-29,1293.354,Gold
2016-05-06,1287.612,Gold
2016-05-13,1273.273,Gold
2016-05-20,1251.944,Gold
2016-05-27,1213.152,Gold
2016-06-03,1244.482,Gold
2016-06-10,1273.782,Gold
2016-06-17,1298.404,Gold
2016-06-24,1315.136,Gold
2016-07-01,1341.938,Gold
2016-07-08,1365.827,Gold
2016-07-15,1337.227,Gold
2016-07-22,1322.53,Gold
2016-07-29,1350.708,Gold
2016-08-05,1335.909,Gold
2016-08-12,1336.478,Gold
2016-08-19,1340.868,Gold
2016-08-26,1320.53,Gold
2016-09-02,1325.472,Gold
2016-09-09,1326.985,Gold
2016-09-16,1309.984,Gold
2016-09-23,1338.17,Gold
2016-09-30,1315.609,Gold
2016-10-07,1257.168,Gold
2016-10-14,1251.592,Gold
2016-10-21,1266.9,Gold
2016-10-28,1275.682,Gold
2016-11-04,1304.701,Gold
2016-11-11,1227.916,Gold
2016-11-18,1207.195,Gold
2016-11-25,1184.098,Gold
2016-12-02,1176.77,Gold
2016-12-09,1159.579,Gold
2016-12-16,1134.264,Gold
2016-12-23,1132.388,Gold
2016-12-30,1150.817,Gold
2017-01-06,1172.994,Gold
2017-01-13,1197.786,Gold
2017-01-20,1211.376,Gold
2017-01-27,1191.344,Gold
2017-02-03,1220.594,Gold
2017-02-10,1233.85,Gold
2017-02-17,1234.874,Gold
2017-02-24,1257.447,Gold
2017-03-03,1235.204,Gold
2017-03-10,1204.592,Gold
2017-03-17,1229.458,Gold
2017-03-24,1242.99,Gold
2017-03-31,1248.632,Gold
2017-04-07,1254.914,Gold
2017-04-14,1287.416,Gold
2017-04-21,1283.717,Gold
2017-04-28,1268.794,Gold
2017-05-05,1227.82,Gold
2017-05-12,1227.521,Gold
2017-05-19,1255.289,Gold
2017-05-26,1267.478,Gold
2017-06-02,1279.08,Gold
2017-06-09,1266.266,Gold
2017-06-16,1254.448,Gold
2017-06-23,1256.296,Gold
2017-06-30,1242.197,Gold
2017-07-07,1212.461,Gold
2017-07-14,1228.477,Gold
2017-07-21,1255.259,Gold
2017-07-28,1269.138,Gold
2017-08-04,1258.707,Gold
2017-08-11,1288.9,Gold
2017-08-18,1285.06,Gold
2017-08-25,1291.444,Gold
2017-09-01,1324.381,Gold
2017-09-08,1347.16,Gold
2017-09-15,1320.426,Gold
2017-09-22,1297.873,Gold
2017-09-29,1280.593,Gold
2017-10-06,1276.915,Gold
2017-10-13,1303.287,Gold
2017-10-20,1280.843,Gold
2017-10-27,1273.619,Gold
2017-11-03,1270.092,Gold
2017-11-10,1274.906,Gold
2017-11-17,1293.843,Gold
2017-11-24,1288.398,Gold
2017-12-01,1280.135,Gold
2017-12-08,1247.832,Gold
2017-12-15,1254.671,Gold
2017-12-22,1274.097,Gold
2017-12-29,1303.819,Gold
2018-01-05,1320.348,Gold
2018-01-12,1338.11,Gold
2018-01-19,1331.225,Gold
2018-01-26,1350.26,Gold
2018-02-02,1333.554,Gold
2018-02-09,1315.993,Gold
2018-02-16,1348.213,Gold
2018-02-23,1329.623,Gold
2018-03-02,1322.538,Gold
2018-03-09,1323.054,Gold
2018-03-16,1313.296,Gold
2018-03-23,1347.997,Gold
2018-03-30,1325.612,Gold
2018-04-06,1333.066,Gold
2018-04-13,1345.899,Gold
2018-04-20,1336.654,Gold
2018-04-27,1324.2,Gold
2018-05-04,1315.495,Gold
2018-05-11,1318.149,Gold
2018-05-18,1293.154,Gold
2018-05-25,1301.458,Gold
2018-06-01,1294.271,Gold
2018-06-08,1299.705,Gold
2018-06-15,1279.115,Gold
2018-06-22,1270.496,Gold
2018-06-29,1253.513,Gold
2018-07-06,1254.816,Gold
2018-07-13,1241.18,Gold
2018-07-20,1231.755,Gold
2018-07-27,1223.926,Gold
2018-08-03,1213.379,Gold
2018-08-10,1212.019,Gold
2018-08-17,1185.202,Gold
2018-08-24,1206.311,Gold
2018-08-31,1200.555,Gold
2018-09-07,1197.0,Gold
2018-09-14,1193.548,Gold
2018-09-21,1198.879,Gold
2018-09-28,1192.268,Gold
2018-10-05,1202.782,Gold
2018-10-12,1218.137,Gold
2018-10-19,1226.182,Gold
2018-10-26,1233.902,Gold
2018-11-02,1233.588,Gold
2018-11-09,1209.296,Gold
2018-11-16,1222.272,Gold
2018-11-23,1223.146,Gold
2018-11-30,1222.547,Gold
2018-12-07,1247.538,Gold
2018-12-14,1238.127,Gold
2018-12-21,1256.476,Gold
2018-12-28,1279.94,Gold
2019-01-04,1284.512,Gold
2019-01-11,1287.137,Gold
2019-01-18,1282.118,Gold
2019-01-25,1302.731,Gold
2019-02-01,1317.798,Gold
2019-02-08,1314.12,Gold
2019-02-15,1320.875,Gold
2019-02-22,1328.046,Gold
2019-03-01,1293.288,Gold
2019-03-08,1299.118,Gold
2019-03-15,1302.562,Gold
2019-03-22,1313.248,Gold
2019-03-29,1292.579,Gold
2019-04-05,1291.708,Gold
2019-04-12,1290.183,Gold
2019-04-19,1275.687,Gold
2019-04-26,1286.154,Gold
2019-05-03,1279.004,Gold
2019-05-10,1285.97,Gold
2019-05-17,1277.532,Gold
2019-05-24,1284.543,Gold
2019-05-31,1305.276,Gold
2019-06-07,1340.44,Gold
2019-06-14,1342.016,Gold
2019-06-21,1399.427,Gold
2019-06-28,1409.249,Gold
2019-07-05,1400.56,Gold
2019-07-12,1415.462,Gold
2019-07-19,1425.58,Gold
2019-07-26,1418.638,Gold
2019-08-02,1440.959,Gold
2019-08-09,1496.717,Gold
2019-08-16,1513.791,Gold
2019-08-23,1528.253,Gold
2019-08-30,1520.15,Gold
2019-09-06,1506.815,Gold
2019-09-13,1488.86,Gold
2019-09-20,1516.975,Gold
2019-09-27,1497.332,Gold
2019-10-04,1504.824,Gold
2019-10-11,1488.824,Gold
2019-10-18,1491.131,Gold
2019-10-25,1504.52,Gold
2019-11-01,1514.333,Gold
2019-11-08,1459.262,Gold
2019-11-15,1468.158,Gold
2019-11-22,1462.617,Gold
2019-11-29,1463.974,Gold
2019-12-06,1460.413,Gold
2019-12-13,1476.32,Gold
2019-12-20,1478.088,Gold
2019-12-27,1511.131,Gold
2020-01-03,1552.394,Gold
2020-01-10,1562.212,Gold
2020-01-17,1557.304,Gold
2020-01-24,1571.724,Gold
2020-01-31,1589.975,Gold
2020-02-07,1570.384,Gold
2020-02-14,1583.846,Gold
2020-02-21,1643.396,Gold
2020-02-28,1586.542,Gold
2020-03-06,1674.062,Gold
2020-03-13,1529.486,Gold
2020-03-20,1499.094,Gold
2020-03-27,1627.724,Gold
2020-04-03,1618.425,Gold
2020-04-10,1683.505,Gold
2020-04-17,1683.5,Gold
2020-04-24,1729.406,Gold
2020-05-01,1701.289,Gold
2020-05-08,1702.39,Gold
2020-05-15,1715.374,Gold
2015-01-02,52.548,Oil
2015-01-09,48.145,Oil
2015-01-16,48.25,Oil
2015-01-23,44.806,Oil
2015-01-30,47.352,Oil
2015-02-06,51.876,Oil
2015-02-13,52.5,Oil
2015-02-20,50.002,Oil
2015-02-27,48.848,Oil
2015-03-06,49.473,Oil
2015-03-13,45.648,Oil
2015-03-20,45.146,Oil
2015-03-27,47.39,Oil
2015-04-03,48.672,Oil
2015-04-10,51.136,Oil
2015-04-17,55.478,Oil
2015-04-24,55.636,Oil
2015-05-01,57.918,Oil
2015-05-08,58.604,Oil
2015-05-15,59.388,Oil
2015-05-22,58.756,Oil
2015-05-29,59.432,Oil
2015-06-05,58.346,Oil
2015-06-12,59.668,Oil
2015-06-19,59.122,Oil
2015-06-26,59.13,Oil
2015-07-03,55.158,Oil
2015-07-10,52.642,Oil
2015-07-17,50.624,Oil
2015-07-24,47.696,Oil
2015-07-31,46.526,Oil
2015-08-07,43.618,Oil
2015-08-14,41.984,Oil
2015-08-21,39.644,Oil
2015-08-28,44.734,Oil
2015-09-04,45.302,Oil
2015-09-11,44.546,Oil
2015-09-18,44.658,Oil
2015-09-25,44.89,Oil
2015-10-02,45.302,Oil
2015-10-09,49.283,Oil
2015-10-16,47.1,Oil
2015-10-23,44.288,Oil
2015-10-30,46.038,Oil
2015-11-06,44.321,Oil
2015-11-13,40.741,Oil
2015-11-20,40.444,Oil
2015-11-27,40.958,Oil
2015-12-04,39.574,Oil
2015-12-11,35.038,Oil
2015-12-18,34.457,Oil
2015-12-25,36.88,Oil
2016-01-01,36.228,Oil
2016-01-08,32.402,Oil
2016-01-15,29.484,Oil
2016-01-22,31.206,Oil
2016-01-29,32.904,Oil
2016-02-05,30.448,Oil
2016-02-12,28.758,Oil
2016-02-19,29.889,Oil
2016-02-26,31.172,Oil
2016-03-04,34.936,Oil
2016-03-11,37.594,Oil
2016-03-18,38.986,Oil
2016-03-25,37.997,Oil
2016-04-01,35.631,Oil
2016-04-08,38.918,Oil
2016-04-15,40.12,Oil
2016-04-22,42.295,Oil
2016-04-29,44.888,Oil
2016-05-06,43.862,Oil
2016-05-13,46.004,Oil
2016-05-20,47.754,Oil
2016-05-27,49.028,Oil
2016-06-03,48.456,Oil
2016-06-10,48.658,Oil
2016-06-17,48.154,Oil
2016-06-24,47.026,Oil
2016-07-01,48.856,Oil
2016-07-08,44.918,Oil
2016-07-15,46.108,Oil
2016-07-22,43.586,Oil
2016-07-29,40.966,Oil
2016-08-05,41.644,Oil
2016-08-12,44.502,Oil
2016-08-19,48.298,Oil
2016-08-26,46.748,Oil
2016-09-02,43.83,Oil
2016-09-09,45.472,Oil
2016-09-16,43.102,Oil
2016-09-23,44.072,Oil
2016-09-30,47.6,Oil
2016-10-07,49.26,Oil
2016-10-14,50.174,Oil
2016-10-21,50.536,Oil
2016-10-28,48.33,Oil
2016-11-04,43.89,Oil
2016-11-11,42.994,Oil
2016-11-18,45.66,Oil
2016-11-25,45.494,Oil
2016-12-02,51.268,Oil
2016-12-09,51.25,Oil
2016-12-16,51.868,Oil
2016-12-23,52.261,Oil
2016-12-30,53.15,Oil
2017-01-06,53.204,Oil
2017-01-13,52.302,Oil
2017-01-20,52.362,Oil
2017-01-27,52.53,Oil
2017-02-03,53.39,Oil
2017-02-10,53.54,Oil
2017-02-17,53.148,Oil
2017-02-24,53.548,Oil
2017-03-03,52.904,Oil
2017-03-10,48.214,Oil
2017-03-17,48.606,Oil
2017-03-24,47.614,Oil
2017-03-31,50.396,Oil
2017-04-07,52.018,Oil
2017-04-14,52.758,Oil
2017-04-21,49.176,Oil
2017-04-28,48.9,Oil
2017-05-05,46.284,Oil
2017-05-12,47.71,Oil
2017-05-19,50.43,Oil
2017-05-26,49.548,Oil
2017-06-02,47.514,Oil
2017-06-09,45.788,Oil
2017-06-16,44.644,Oil
2017-06-23,42.928,Oil
2017-06-30,46.16,Oil
2017-07-07,44.252,Oil
2017-07-14,46.658,Oil
2017-07-21,45.426,Oil
2017-07-28,49.647,Oil
2017-08-04,49.42,Oil
2017-08-11,48.696,Oil
2017-08-18,48.684,Oil
2017-08-25,47.72,Oil
2017-09-01,47.224,Oil
2017-09-08,47.491,Oil
2017-09-15,49.797,Oil
2017-09-22,50.206,Oil
2017-09-29,51.296,Oil
2017-10-06,49.001,Oil
2017-10-13,51.273,Oil
2017-10-20,51.741,Oil
2017-10-27,53.919,Oil
2017-11-03,55.535,Oil
2017-11-10,56.767,Oil
2017-11-17,56.554,Oil
2017-11-24,58.766,Oil
2017-12-01,58.156,Oil
2017-12-08,57.251,Oil
2017-12-15,57.303,Oil
2017-12-22,58.336,Oil
2017-12-29,60.068,Oil
2018-01-05,61.531,Oil
2018-01-12,64.384,Oil
2018-01-19,63.536,Oil
2018-01-26,66.283,Oil
2018-02-02,65.105,Oil
2018-02-09,59.085,Oil
2018-02-16,61.646,Oil
2018-02-23,63.672,Oil
2018-03-02,61.537,Oil
2018-03-09,62.191,Oil
2018-03-16,62.263,Oil
2018-03-23,65.764,Oil
2018-03-30,64.858,Oil
2018-04-06,61.884,Oil
2018-04-13,67.302,Oil
2018-04-20,68.124,Oil
2018-04-27,68.008,Oil
2018-05-04,69.8,Oil
2018-05-11,70.532,Oil
2018-05-18,71.433,Oil
2018-05-25,67.474,Oil
2018-06-01,65.74,Oil
2018-06-08,65.569,Oil
2018-06-15,64.359,Oil
2018-06-22,69.366,Oil
2018-06-29,74.402,Oil
2018-07-06,74.007,Oil
2018-07-13,70.59,Oil
2018-07-20,69.054,Oil
2018-07-27,69.746,Oil
2018-08-03,69.189,Oil
2018-08-10,68.093,Oil
2018-08-17,65.948,Oil
2018-08-24,69.161,Oil
2018-08-31,70.361,Oil
2018-09-07,68.095,Oil
2018-09-14,69.131,Oil
2018-09-21,70.996,Oil
2018-09-28,73.701,Oil
2018-10-05,74.449,Oil
2018-10-12,71.494,Oil
2018-10-19,69.701,Oil
2018-10-26,67.73,Oil
2018-11-02,62.922,Oil
2018-11-09,59.886,Oil
2018-11-16,56.871,Oil
2018-11-23,50.278,Oil
2018-11-30,50.632,Oil
2018-12-07,52.074,Oil
2018-12-14,51.214,Oil
2018-12-21,45.165,Oil
2018-12-28,44.957,Oil
2019-01-04,48.191,Oil
2019-01-11,51.64,Oil
2019-01-18,53.678,Oil
2019-01-25,53.307,Oil
2019-02-01,55.172,Oil
2019-02-08,52.606,Oil
2019-02-15,55.754,Oil
2019-02-22,56.751,Oil
2019-03-01,55.509,Oil
2019-03-08,55.869,Oil
2019-03-15,58.347,Oil
2019-03-22,58.665,Oil
2019-03-29,59.966,Oil
2019-04-05,63.104,Oil
2019-04-12,63.679,Oil
2019-04-19,63.93,Oil
2019-04-26,62.747,Oil
2019-05-03,61.789,Oil
2019-05-10,61.713,Oil
2019-05-17,62.73,Oil
2019-05-24,58.879,Oil
2019-05-31,53.252,Oil
2019-06-07,53.977,Oil
2019-06-14,52.469,Oil
2019-06-21,57.38,Oil
2019-06-28,58.031,Oil
2019-07-05,57.61,Oil
2019-07-12,60.294,Oil
2019-07-19,55.788,Oil
2019-07-26,56.089,Oil
2019-08-02,55.142,Oil
2019-08-09,54.229,Oil
2019-08-16,54.892,Oil
2019-08-23,53.95,Oil
2019-08-30,55.149,Oil
2019-09-06,56.658,Oil
2019-09-13,54.836,Oil
2019-09-20,58.513,Oil
2019-09-27,56.245,Oil
2019-10-04,53.048,Oil
2019-10-11,54.928,Oil
2019-10-18,53.732,Oil
2019-10-25,56.575,Oil
2019-11-01,56.118,Oil
2019-11-08,57.405,Oil
2019-11-15,57.872,Oil
2019-11-22,57.855,Oil
2019-11-29,55.405,Oil
2019-12-06,59.111,Oil
2019-12-13,59.765,Oil
2019-12-20,60.407,Oil
2019-12-27,61.715,Oil
2020-01-03,63.052,Oil
2020-01-10,59.142,Oil
2020-01-17,58.804,Oil
2020-01-24,54.164,Oil
2020-01-31,51.589,Oil
2020-02-07,50.346,Oil
2020-02-14,52.208,Oil
2020-02-21,53.197,Oil
2020-02-28,45.117,Oil
2020-03-06,41.522,Oil
2020-03-13,32.862,Oil
2020-03-20,23.355,Oil
2020-03-27,21.637,Oil
2020-04-03,28.6,Oil
2020-04-10,23.123,Oil
2020-04-17,19.776,Oil
2020-04-24,13.934,Oil
2020-05-01,15.369,Oil
2020-05-08,18.824,Oil
2020-05-15,19.75,Oil
2015-01-02,1.2002,EUR/USD
2015-01-09,1.18412,EUR/USD
2015-01-16,1.15679,EUR/USD
2015-01-23,1.12039,EUR/USD
2015-01-30,1.12853,EUR/USD
2015-02-06,1.1317,EUR/USD
2015-02-13,1.13915,EUR/USD
2015-02-20,1.13786,EUR/USD
2015-02-27,1.11968,EUR/USD
2015-03-06,1.08434,EUR/USD
2015-03-13,1.0496,EUR/USD
2015-03-20,1.08216,EUR/USD
2015-03-27,1.08906,EUR/USD
2015-04-03,1.09723,EUR/USD
2015-04-10,1.06018,EUR/USD
2015-04-17,1.08068,EUR/USD
2015-04-24,1.08748,EUR/USD
2015-05-01,1.11974,EUR/USD
2015-05-08,1.12032,EUR/USD
2015-05-15,1.14474,EUR/USD
2015-05-22,1.10128,EUR/USD
2015-05-29,1.09908,EUR/USD
2015-06-05,1.11138,EUR/USD
2015-06-12,1.12681,EUR/USD
2015-06-19,1.13498,EUR/USD
2015-06-26,1.11732,EUR/USD
2015-07-03,1.11137,EUR/USD
2015-07-10,1.11552,EUR/USD
2015-07-17,1.08298,EUR/USD
2015-07-24,1.09823,EUR/USD
2015-07-31,1.0985,EUR/USD
2015-08-07,1.09662,EUR/USD
2015-08-14,1.11094,EUR/USD
2015-08-21,1.1387,EUR/USD
2015-08-28,1.11841,EUR/USD
2015-09-04,1.11489,EUR/USD
2015-09-11,1.1338,EUR/USD
2015-09-18,1.13006,EUR/USD
2015-09-25,1.1198,EUR/USD
2015-10-02,1.12112,EUR/USD
